close,signals
57603.71,0
57555.0,0
57676.37,0
57596.31,-1
57725.88,1
57887.99,0
57771.03,-1
57846.87,1
57948.19,0
57997.45,0
58191.69,0
58166.35,-1
58159.71,0
58253.2,1
58352.75,0
58330.43,-1
58264.7,0
58267.4,1
58294.5,0
58175.01,-1
58165.3,1
58180.43,0
58104.05,-1
58072.21,0
57986.1,0
58022.84,0
58109.63,0
58091.53,0
58154.84,0
58100.76,-1
58042.7,0
58061.89,1
58070.17,0
58099.98,0
58047.0,-1
57965.62,0
58005.62,1
58062.64,0
58172.21,0
58298.9,0
58589.18,0
58382.5,-1
58431.08,0
58331.48,0
58235.0,0
58320.54,1
58270.0,-1
58254.38,0
58214.98,0
58113.37,0
58003.92,0
58057.73,1
58000.03,0
58057.02,0
57943.77,-1
57874.56,1
57916.67,0
57958.71,0
57927.1,-1
57832.59,0
57905.36,1
57924.81,0
57901.93,-1
57892.54,0
57879.84,0
57902.54,0
57936.61,0
57921.01,-1
57815.22,0
57950.0,1
57897.0,-1
57862.41,0
57858.44,0
57877.97,0
57921.0,0
57844.55,-1
57876.88,1
57740.33,-1
57749.49,1
57737.59,0
57608.95,-1
57699.97,1
57709.14,0
57760.52,0
57666.63,-1
57636.43,1
57643.05,0
57702.71,0
57727.0,0
57681.97,-1
57650.0,0
57704.99,0
57747.47,0
57804.1,0
57666.0,-1
57760.29,1
57630.84,-1
57698.18,1
57754.18,0
57799.43,0
57962.82,0
57906.75,-1
57933.46,1
58068.69,0
58250.73,0
58163.89,-1
58119.66,0
58175.86,1
58186.37,-1
58422.41,0
58383.47,-1
58386.28,0
58416.88,1
58463.06,0
58749.43,0
58860.1,0
58845.21,-1
58778.28,0
58968.21,1
59247.75,0
59290.38,-1
59270.6,0
59048.69,0
59161.61,1
59240.28,0
59277.82,0
59146.12,-1
59062.85,0
59070.0,1
58933.8,-1
58935.09,1
58884.64,0
58887.11,0
58856.56,0
58806.29,-1
58802.61,0
58736.94,-1
58742.61,0
58649.13,-1
58790.48,1
58799.93,0
58849.99,0
59092.9,0
59098.7,-1
58803.87,0
58818.07,1
58835.66,0
58835.27,0
58761.21,-1
58679.03,0
58661.02,1
58822.97,0
58845.85,0
58799.99,-1
58760.81,0
58731.76,1
58752.51,0
58760.1,0
58658.14,-1
58693.97,1
58691.54,0
58719.99,0
58747.79,0
58806.44,0
58828.29,0
58724.07,-1
58750.0,1
58566.78,-1
58413.36,0
58570.01,1
58473.95,-1
58452.1,0
58550.01,0
58539.56,0
58516.4,-1
58551.1,0
58563.54,0
58580.01,0
58583.53,-1
58492.24,0
58568.77,1
58565.45,0
58564.63,-1
58583.27,0
58589.32,0
58611.92,0
58567.78,-1
58474.95,0
58614.69,1
58788.11,0
58645.43,-1
58702.92,1
58577.6,-1
58556.09,1
58271.65,0
58331.97,1
58418.04,0
58429.64,0
58337.11,-1
58449.97,1
58450.0,0
58444.52,-1
58430.59,0
58539.82,0
58624.27,0
58703.96,0
58576.6,-1
58467.28,0
58628.25,1
58800.0,0
58962.47,0
58820.0,-1
58755.74,0
58862.79,1
58855.65,-1
58769.67,0
58844.2,1
58876.81,0
58942.18,0
59036.55,0
59041.63,-1
58976.57,0
59114.4,1
59223.73,0
59118.55,-1
59287.97,1
59234.14,-1
59380.01,1
59323.67,-1
59117.45,0
59232.82,1
59110.28,-1
58910.14,0
58828.25,1
58801.0,0
58699.99,-1
58849.99,0
58728.98,-1
58725.42,0
58738.16,0
58674.43,-1
58755.01,0
58754.22,0
58719.0,-1
58714.3,0
58841.12,0
58958.21,0
59030.89,0
58928.11,-1
59003.15,1
59002.05,-1
58930.01,0
58966.3,1
58946.32,-1
58847.09,0
58778.5,0
58763.15,1
58662.01,-1
58645.71,1
58656.95,0
58613.7,0
58514.73,-1
58610.03,1
58670.95,0
58609.5,-1
58640.46,0
58468.29,-1
58386.63,0
58468.95,1
58204.99,-1
58088.64,0
58052.86,1
57855.64,-1
57599.87,0
57768.36,1
57925.68,0
58010.15,0
58115.14,0
58143.11,-1
58000.05,0
58111.57,1
58280.02,0
58196.2,-1
58126.52,0
58051.73,0
58096.12,1
58067.35,-1
58072.88,0
58140.78,0
58280.77,0
58231.53,-1
58364.11,1
58408.77,0
58381.14,-1
58257.27,0
58381.93,1
58574.38,0
58846.31,0
58886.66,-1
58974.6,0
58877.29,0
58814.73,0
58787.02,0
58712.8,0
58756.47,1
58765.58,0
58775.88,0
58769.38,-1
58795.13,0
58882.27,0
58862.53,-1
58798.69,0
58815.16,1
58898.98,0
59011.62,0
58994.4,-1
58995.79,0
59088.35,0
58980.54,-1
58943.93,0
59128.01,1
59092.38,-1
59125.02,0
59079.78,0
59046.98,1
59106.34,0
59079.53,-1
59220.07,0
59146.16,-1
59055.95,0
59034.11,1
59083.35,0
59129.53,0
59060.57,-1
59053.91,1
59044.77,0
59127.24,0
59163.91,0
59278.35,0
59086.28,-1
59141.44,1
59114.63,-1
59042.32,0
59136.15,1
59155.84,0
59184.36,0
59142.72,-1
59106.63,0
59036.16,0
59042.4,1
58999.99,-1
58968.37,0
59043.45,0
59030.56,0
58981.31,-1
58979.99,0
58956.4,-1
58845.41,0
58951.73,1
58926.44,0
59100.75,0
59248.92,0
59459.96,0
59459.28,-1
59172.85,0
59027.42,0
59005.73,1
59009.49,0
59008.92,0
59000.0,0
59005.09,0
58888.0,-1
58867.07,1
58935.31,0
58889.69,-1
58870.01,0
58849.99,0
58934.28,0
58923.07,-1
58872.62,0
58858.52,1
58800.48,0
58806.14,0
58830.21,0
58903.3,0
58962.51,0
59034.83,0
59067.72,-1
58973.62,0
58946.81,0
58831.34,0
58750.0,0
58769.51,1
58782.49,0
58849.93,0
58793.21,-1
58771.86,0
58773.42,0
58776.17,0
59010.73,0
59008.72,-1
59013.0,0
59031.36,0
58943.49,0
58786.9,0
58587.04,0
58541.31,1
58631.16,0
58698.51,0
58655.09,-1
58625.44,0
58637.46,0
58651.74,0
58567.12,-1
58651.33,1
58631.13,-1
58628.98,0
58629.21,0
58617.41,0
58596.71,0
58555.65,0
58597.35,0
58564.69,-1
58590.01,0
58564.39,-1
58487.6,0
58570.35,1
58689.4,0
58590.89,-1
58542.64,0
58667.37,1
58713.09,0
58709.05,-1
58862.05,0
58920.59,0
58780.69,-1
58720.0,0
58690.38,1
58792.21,0
58849.36,0
58830.83,-1
58940.2,0
59054.36,0
58967.06,-1
58924.82,0
58943.02,1
58944.88,0
58917.16,0
58880.92,0
58800.0,0
58681.01,0
58627.05,1
58539.99,0
58527.0,0
58434.3,-1
58570.01,0
58600.31,0
58656.29,0
58623.75,-1
58579.07,0
58350.0,0
58506.41,1
58487.23,0
58394.11,-1
58499.99,1
58551.56,0
58596.63,0
58830.07,0
59072.0,0
59200.4,0
59116.93,-1
59025.09,0
59031.08,0
59126.14,1
59086.12,-1
59072.42,0
59027.85,0
58970.44,0
59041.88,1
58990.82,-1
58973.83,0
58901.6,0
58820.0,0
58765.11,1
58793.6,0
58653.53,-1
58563.27,1
58557.94,0
58556.22,0
58570.91,0
58666.08,0
58647.55,-1
58632.13,0
58605.0,0
58592.55,0
58587.29,0
58603.05,0
58710.39,0
58794.0,0
58894.01,0
58979.43,0
58893.02,-1
58841.57,0
58953.48,1
58771.57,-1
58546.54,0
58815.97,1
58913.88,0
58804.25,-1
58886.13,1
58762.89,-1
58712.97,0
58569.53,0
58632.78,1
58871.92,0
58666.76,-1
58551.4,0
58469.56,0
58127.79,0
57848.67,0
58212.25,1
58300.22,0
58103.14,-1
58435.24,1
58299.15,-1
58080.75,0
58049.41,1
58067.57,0
58117.56,0
58059.67,-1
58088.16,0
58140.62,0
58099.0,-1
58157.87,0
58234.05,0
58248.5,-1
58259.55,0
58349.99,0
58253.75,-1
58302.02,1
58391.51,0
58367.96,-1
58407.35,0
58413.44,-1
58420.0,0
58340.13,0
58370.78,1
58239.59,-1
58318.1,1
58315.01,0
58450.7,0
58514.61,0
58460.59,-1
58446.51,0
58563.96,1
58459.93,-1
58454.61,1
58455.14,0
58454.25,0
58506.01,0
58445.59,-1
58542.51,1
58549.2,0
58489.44,-1
58472.95,1
58475.37,0
58429.42,-1
58390.0,0
58411.02,0
58406.72,0
58407.16,0
58355.77,-1
58323.41,0
58337.57,0
58283.64,-1
58177.32,0
58176.79,1
58229.62,0
58141.09,-1
58130.98,1
58100.96,-1
58050.14,0
58094.69,0
58051.2,-1
57947.36,0
57992.93,1
58019.4,0
57936.12,-1
57881.62,1
57991.42,0
58000.37,0
57941.27,-1
57940.03,1
57965.59,0
57935.6,-1
57849.1,0
57919.69,1
57922.65,0
57907.43,-1
57858.0,0
57867.38,0
57999.99,0
58069.0,0
58104.39,0
58111.37,-1
58197.55,0
58135.01,-1
58108.9,0
58081.42,1
58074.5,0
58114.19,0
58190.43,0
58209.3,0
58159.6,-1
58198.47,1
58161.36,-1
58118.83,0
57975.68,0
57976.0,1
58239.58,0
58350.15,0
58315.5,-1
58206.17,0
58175.78,0
58014.52,0
57891.91,0
57750.4,0
57767.27,1
57867.14,0
57910.24,0
58019.35,0
57957.34,-1
57932.06,0
57952.52,1
57847.64,-1
57791.05,1
57804.69,0
57688.56,-1
57644.04,1
57672.55,0
57659.77,0
57691.9,0
57763.7,0
57806.01,0
57819.62,-1
57807.21,0
57781.51,0
57761.81,0
57874.35,0
57943.48,0
58004.58,0
58005.24,-1
57973.8,0
57955.04,1
58057.11,0
58030.26,-1
57954.64,0
57975.6,1
58036.55,0
57988.44,-1
58033.0,0
58025.97,-1
58059.98,0
58023.69,-1
58127.13,0
58199.99,0
58170.37,-1
58037.98,0
58116.33,1
58162.84,0
58046.83,-1
58021.99,1
58020.03,0
57907.49,-1
57858.01,1
57666.01,0
57616.2,1
57500.07,-1
57222.83,0
57201.9,1
57085.88,0
57032.0,0
56892.11,-1
56900.29,0
56958.06,0
56929.74,0
57180.7,0
57177.22,0
57116.77,-1
57001.01,0
57093.06,1
56999.99,-1
56500.0,0
56433.53,1
56692.17,0
56752.26,0
56795.22,0
56834.61,0
56958.75,0
56989.58,-1
56982.87,0
56987.66,1
56985.99,0
56861.48,0
56938.95,1
57016.27,0
57049.99,0
57072.27,-1
57050.52,0
57145.3,0
57104.38,-1
57150.0,1
57224.11,0
57220.02,-1
57340.31,0
57258.12,-1
57396.24,1
57407.37,-1
57277.27,0
57380.53,1
57295.08,-1
57262.69,1
57286.42,0
57330.01,0
57312.15,-1
57320.19,0
57320.39,-1
57250.1,0
57275.49,1
57400.98,0
57283.08,-1
57254.0,1
57148.08,0
57170.9,1
57235.74,0
57279.47,0
57302.44,0
57255.92,-1
57207.31,0
57283.19,1
57298.68,0
57336.95,0
57332.09,-1
57347.72,0
57228.33,0
57340.21,1
57405.42,0
57279.64,-1
57284.43,1
57326.78,0
57397.79,0
57328.84,-1
57338.29,1
57379.58,0
57432.9,0
57483.39,0
57527.66,0
57565.62,0
57560.28,-1
57762.78,0
57736.84,-1
57686.85,0
57618.14,0
57652.0,1
57595.57,-1
57556.04,0
57611.33,0
57570.85,-1
57583.71,0
57549.59,-1
57549.28,0
57551.61,0
57611.0,0
57600.01,-1
57605.01,0
57436.2,0
57497.58,1
57539.25,0
57464.71,-1
57433.37,1
57406.32,0
57428.98,0
57440.92,0
57406.44,-1
57512.08,0
57351.67,-1
57444.8,1
57328.89,-1
57336.05,1
57380.78,0
57380.41,0
57430.06,0
57464.69,0
57458.73,-1
57400.0,0
57545.69,1
57523.78,-1
57495.07,0
57512.06,1
57475.68,0
57385.37,0
57452.11,1
57513.0,0
57480.01,-1
57400.0,0
57300.65,0
57218.55,0
57401.49,1
57324.27,-1
57400.26,0
57431.88,0
57496.65,0
57493.26,-1
57439.39,0
57544.26,1
57453.7,-1
57428.57,1
57402.42,0
57476.53,0
57442.89,-1
57351.57,0
57220.0,0
57159.36,1
57133.22,0
57271.66,0
57309.98,0
57387.05,0
57237.68,-1
57125.84,0
57175.19,1
57218.55,0
57239.44,0
57307.51,0
57266.97,-1
57483.43,0
57591.86,0
57590.71,-1
57609.85,0
57860.18,1
57754.65,-1
57730.02,0
57663.49,0
57688.21,1
57636.87,-1
57673.22,0
57615.63,-1
57812.82,0
57904.78,0
57772.13,-1
57754.31,0
57757.09,1
57768.47,0
57848.72,0
57844.18,-1
57886.23,0
57860.0,-1
57872.49,0
57918.21,0
57969.46,0
57856.14,-1
57850.65,1
57832.18,0
57868.7,0
57826.73,-1
57918.28,0
57971.16,0
58071.52,0
58026.75,-1
58017.61,0
58097.77,1
58061.46,-1
58050.24,1
