T,O,H,L,C,V
2021-05-11 20:15:00,0.011816,0.01183,0.011779,0.011806,4940.42
2021-05-11 20:30:00,0.011805,0.011812,0.01177,0.011794,5841.66
2021-05-11 20:45:00,0.011794,0.011813,0.011756,0.01181,4651.92
2021-05-11 21:00:00,0.011805,0.011806,0.011768,0.011793,4134.64
2021-05-11 21:15:00,0.011794,0.011799,0.011738,0.011745,3183.36
2021-05-11 21:30:00,0.011745,0.011776,0.011732,0.011742,2695.58
2021-05-11 21:45:00,0.011765,0.011783,0.011727,0.011745,4310.9
2021-05-11 22:00:00,0.011741,0.0118,0.011729,0.01176,4266.7
2021-05-11 22:15:00,0.011761,0.011846,0.011758,0.01177,6527.55
2021-05-11 22:30:00,0.011771,0.011891,0.011769,0.011825,4492.24
2021-05-11 22:45:00,0.011824,0.011848,0.011783,0.011815,3123.2
2021-05-11 23:00:00,0.011815,0.011825,0.011794,0.011807,2698.97
2021-05-11 23:15:00,0.011807,0.011822,0.011752,0.011779,3768.0
2021-05-11 23:30:00,0.011779,0.011813,0.011772,0.011795,2468.4
2021-05-11 23:45:00,0.011798,0.011837,0.011794,0.011822,3851.44
2021-05-12 00:00:00,0.011817,0.011833,0.011815,0.011825,192.92
2021-05-12 00:15:00,0.011822,0.011848,0.011639,0.011705,9750.67
2021-05-12 00:30:00,0.011704,0.011724,0.011684,0.011717,5130.7
2021-05-12 00:45:00,0.011715,0.011765,0.011715,0.011732,4503.51
2021-05-12 01:00:00,0.01173,0.011775,0.011724,0.011762,3170.46
2021-05-12 01:15:00,0.011762,0.011777,0.011734,0.011743,3878.21
2021-05-12 01:30:00,0.011743,0.011746,0.01166,0.011669,6516.22
2021-05-12 01:45:00,0.011669,0.011737,0.011669,0.011722,3761.65
2021-05-12 02:00:00,0.011724,0.011726,0.011696,0.011706,3307.59
2021-05-12 02:15:00,0.011704,0.011745,0.011698,0.011739,3405.75
2021-05-12 02:30:00,0.011738,0.01175,0.011699,0.011714,4931.76
2021-05-12 02:45:00,0.011714,0.011727,0.011686,0.011726,4325.23
2021-05-12 03:00:00,0.011724,0.011773,0.011696,0.011769,4033.78
2021-05-12 03:15:00,0.011771,0.011837,0.011766,0.011836,6332.46
2021-05-12 03:30:00,0.011836,0.011882,0.011821,0.011853,7809.22
2021-05-12 03:45:00,0.011851,0.011886,0.01182,0.011854,5683.25
2021-05-12 04:00:00,0.011851,0.01186,0.011749,0.011753,6051.37
2021-05-12 04:15:00,0.011753,0.011828,0.011747,0.011827,3259.07
2021-05-12 04:30:00,0.011826,0.011845,0.011725,0.011806,5584.76
2021-05-12 04:45:00,0.011806,0.01182,0.011725,0.011733,3524.1
2021-05-12 05:00:00,0.011735,0.011761,0.011715,0.011745,2980.98
2021-05-12 05:15:00,0.011746,0.011795,0.011719,0.01179,4014.35
2021-05-12 05:30:00,0.011789,0.011827,0.011771,0.011805,3567.18
2021-05-12 05:45:00,0.011805,0.011816,0.011772,0.011792,2347.7
2021-05-12 06:00:00,0.011792,0.011794,0.011773,0.01178,406.88
2021-05-12 06:15:00,0.011791,0.011843,0.011785,0.011815,4053.88
2021-05-12 06:30:00,0.011817,0.011888,0.011788,0.01187,6011.71
2021-05-12 06:45:00,0.011869,0.011874,0.011816,0.011845,4440.39
2021-05-12 07:00:00,0.011844,0.011892,0.011826,0.011851,3841.96
2021-05-12 07:15:00,0.011848,0.0119,0.011829,0.011883,3676.62
2021-05-12 07:30:00,0.011882,0.011883,0.011759,0.01176,6253.12
2021-05-12 07:45:00,0.01176,0.011861,0.011749,0.011828,7043.96
2021-05-12 08:00:00,0.011828,0.01183,0.011748,0.011764,5627.94
2021-05-12 08:15:00,0.011761,0.011784,0.011745,0.011762,3895.91
2021-05-12 08:30:00,0.011762,0.011781,0.011742,0.01178,4120.85
2021-05-12 08:45:00,0.01178,0.011833,0.011758,0.011808,4622.13
2021-05-12 09:00:00,0.01181,0.011826,0.011779,0.011799,4531.35
2021-05-12 09:15:00,0.011799,0.01181,0.011777,0.011805,5674.56
2021-05-12 09:30:00,0.011805,0.01186,0.011791,0.011856,6265.11
2021-05-12 09:45:00,0.011856,0.011866,0.011817,0.011821,2663.45
2021-05-12 10:00:00,0.011821,0.011856,0.011796,0.011805,2883.99
2021-05-12 10:15:00,0.011804,0.011822,0.01178,0.011806,5302.62
2021-05-12 10:30:00,0.011805,0.011822,0.011794,0.011806,3936.45
2021-05-12 10:45:00,0.011806,0.011809,0.011717,0.011738,5394.12
2021-05-12 11:00:00,0.011738,0.011765,0.011729,0.011752,3270.8
2021-05-12 11:15:00,0.011753,0.011762,0.011739,0.011747,3729.6
2021-05-12 11:30:00,0.011746,0.011782,0.011745,0.011779,1876.25
2021-05-12 11:45:00,0.011779,0.011786,0.011728,0.011743,3828.72
2021-05-12 12:00:00,0.011744,0.011782,0.011727,0.011749,4526.27
2021-05-12 12:15:00,0.01175,0.011779,0.0117,0.011718,5093.79
2021-05-12 12:30:00,0.011718,0.01176,0.011708,0.01172,3528.31
2021-05-12 12:45:00,0.01172,0.011761,0.011685,0.011722,4553.78
2021-05-12 13:00:00,0.011722,0.011749,0.011717,0.011745,2163.23
2021-05-12 13:15:00,0.011745,0.011755,0.011734,0.011737,2589.21
2021-05-12 13:30:00,0.011743,0.011772,0.011733,0.011755,2462.81
2021-05-12 13:45:00,0.011755,0.011781,0.011713,0.011767,2537.69
2021-05-12 14:00:00,0.011767,0.011819,0.011752,0.01179,8054.82
2021-05-12 14:15:00,0.01179,0.011802,0.01177,0.011778,1968.26
2021-05-12 14:30:00,0.011778,0.011804,0.01176,0.011775,3316.32
2021-05-12 14:45:00,0.011774,0.011794,0.011755,0.011766,3430.76
2021-05-12 15:00:00,0.011766,0.011807,0.01175,0.011786,7706.18
2021-05-12 15:15:00,0.011786,0.011816,0.011772,0.011782,3686.22
2021-05-12 15:30:00,0.011782,0.0118,0.011768,0.01178,2335.02
2021-05-12 15:45:00,0.01178,0.011793,0.011754,0.011772,1876.59
2021-05-12 16:00:00,0.011772,0.011784,0.011753,0.011765,3426.61
2021-05-12 16:15:00,0.011765,0.011805,0.01175,0.01178,4100.71
2021-05-12 16:30:00,0.011779,0.011842,0.011779,0.011826,5719.64
2021-05-12 16:45:00,0.011827,0.011836,0.011805,0.01182,7262.49
2021-05-12 17:00:00,0.011819,0.011836,0.011807,0.011831,3334.49
2021-05-12 17:15:00,0.01183,0.011843,0.011739,0.011767,7948.56
2021-05-12 17:30:00,0.011768,0.011798,0.011758,0.011797,4280.62
2021-05-12 17:45:00,0.011797,0.011799,0.011711,0.011759,6104.24
2021-05-12 18:00:00,0.011758,0.011783,0.011735,0.01175,2906.1
2021-05-12 18:15:00,0.01175,0.011755,0.011742,0.011752,649.63
2021-05-12 18:30:00,0.011752,0.0118,0.011748,0.011766,4288.87
2021-05-12 18:45:00,0.011768,0.0118,0.011761,0.011795,5411.37
2021-05-12 19:00:00,0.011794,0.011811,0.01177,0.011788,5754.13
2021-05-12 19:15:00,0.011788,0.011826,0.011781,0.011801,4582.75
2021-05-12 19:30:00,0.0118,0.011815,0.011721,0.011779,7873.75
2021-05-12 19:45:00,0.011779,0.011794,0.011709,0.011713,6328.52
2021-05-12 20:00:00,0.011712,0.011734,0.011676,0.01169,9189.31
2021-05-12 20:15:00,0.01169,0.011718,0.011653,0.011694,10669.83
2021-05-12 20:30:00,0.011693,0.01171,0.011594,0.011642,8881.26
2021-05-12 20:45:00,0.011639,0.011744,0.011624,0.011742,5807.73
2021-05-12 21:00:00,0.011738,0.011777,0.01172,0.011774,2997.72
2021-05-12 21:15:00,0.011759,0.011763,0.011672,0.011714,3571.91
2021-05-12 21:30:00,0.011715,0.011752,0.01169,0.011749,2274.78
2021-05-12 21:45:00,0.011749,0.011753,0.011721,0.011724,773.3
2021-05-12 22:00:00,0.011745,0.011745,0.011679,0.011693,3103.84
2021-05-12 22:15:00,0.011694,0.011759,0.01166,0.011757,5412.27
2021-05-12 22:30:00,0.011757,0.011758,0.01167,0.011688,7159.77
2021-05-12 22:45:00,0.011686,0.011738,0.011676,0.011732,3614.6
2021-05-12 23:00:00,0.011732,0.011742,0.01165,0.011685,4583.68
2021-05-12 23:15:00,0.011685,0.01176,0.01165,0.011758,4668.96
2021-05-12 23:30:00,0.011759,0.011787,0.011736,0.011777,3892.25
2021-05-12 23:45:00,0.011777,0.011805,0.011757,0.011795,3728.55
2021-05-13 00:00:00,0.011795,0.011865,0.011786,0.011863,4666.61
2021-05-13 00:15:00,0.011863,0.011863,0.011804,0.011817,3792.01
2021-05-13 00:30:00,0.011821,0.011845,0.011803,0.011818,3086.04
2021-05-13 00:45:00,0.01182,0.011876,0.011809,0.01187,2257.63
2021-05-13 01:00:00,0.01187,0.011887,0.011851,0.011887,2517.7
2021-05-13 01:15:00,0.011884,0.011896,0.011858,0.011872,3193.36
2021-05-13 01:30:00,0.011872,0.011945,0.011872,0.011918,4417.09
2021-05-13 01:45:00,0.01192,0.011942,0.011883,0.011894,2683.33
2021-05-13 02:00:00,0.011897,0.011983,0.011874,0.01197,12473.05
2021-05-13 02:15:00,0.01197,0.0119961,0.011917,0.011977,10939.55
2021-05-13 02:30:00,0.01198,0.012036,0.011941,0.011987,11891.15
2021-05-13 02:45:00,0.011985,0.012057,0.011981,0.012051,6436.76
2021-05-13 03:00:00,0.012054,0.012074,0.011972,0.011997,8517.51
2021-05-13 03:15:00,0.011997,0.012026,0.01193,0.011996,9620.74
2021-05-13 03:30:00,0.011986,0.011999,0.011877,0.011943,10332.16
2021-05-13 03:45:00,0.011936,0.012046,0.01187,0.01197,10492.18
2021-05-13 04:00:00,0.011991,0.012195,0.01184,0.011886,35679.27
2021-05-13 04:15:00,0.011885,0.012083,0.011881,0.012012,17288.17
2021-05-13 04:30:00,0.012009,0.012195,0.011978,0.012086,24695.53
2021-05-13 04:45:00,0.012086,0.012141,0.01204,0.012111,7456.97
2021-05-13 05:00:00,0.012113,0.012257,0.01204,0.012249,15988.3
2021-05-13 05:15:00,0.012257,0.012352,0.012227,0.012301,15389.8
2021-05-13 05:30:00,0.012311,0.012329,0.012211,0.012238,7536.19
2021-05-13 05:45:00,0.012235,0.01228,0.012164,0.012225,11702.12
2021-05-13 06:00:00,0.012225,0.012244,0.012175,0.012206,7698.26
2021-05-13 06:15:00,0.012206,0.012233,0.012162,0.012196,10641.28
2021-05-13 06:30:00,0.012197,0.012222,0.01218,0.012195,7585.8
2021-05-13 06:45:00,0.012194,0.012217,0.012178,0.012187,3734.79
2021-05-13 07:00:00,0.012162,0.012167,0.0121,0.012131,3606.0
